l_id,r_id,brand_similarity,model_similarity,description_jaccard,description_levenshtein,similarity,predicted_match
buy.net//5473,www.alibaba.com//35239,0.0,0.0,0.10526315789473684,135,0.1181,False
buy.net//5473,www.buzzillions.com//2456,0.0,0.0,0.10810810810810811,103,0.11,False
buy.net//5473,www.ebay.com//41982,0.0,0.0,0.16666666666666666,85,0.126,False
buy.net//5473,www.ebay.com//42944,0.0,0.0,0.06666666666666667,84,0.1042,False
buy.net//5473,www.ebay.com//43393,0.0,0.0,0.12121212121212122,79,0.1334,False
buy.net//5473,www.ebay.com//44876,0.0,0.0,0.15625,70,0.1703,False
buy.net//5473,www.ebay.com//46478,0.0,0.0,0.12121212121212122,85,0.1147,False
buy.net//5473,www.ebay.com//46860,0.0,0.0,0.09090909090909091,86,0.104,False
buy.net//5473,www.ebay.com//52793,0.0,0.0,0.15151515151515152,71,0.166,False
buy.net//5473,www.ebay.com//53085,1.0,1.0,0.34615384615384615,57,0.6584,True
buy.net//5473,www.ebay.com//54744,0.0,0.0,0.09090909090909091,76,0.1352,False
buy.net//5473,www.ebay.com//54963,0.0,0.0,0.0967741935483871,81,0.1211,False
buy.net//5473,www.ebay.com//56771,0.0,0.0,0.09090909090909091,86,0.104,False
buy.net//5473,www.ebay.com//58585,0.0,0.0,0.08571428571428572,80,0.1214,False
buy.net//5473,www.ebay.com//58915,0.0,0.0,0.08108108108108109,85,0.1046,False
buy.net//5473,www.ebay.com//59092,1.0,1.0,0.3103448275862069,79,0.5807,True
buy.net//5473,www.ebay.com//60336,0.0,0.0,0.11764705882352941,78,0.1357,False
buy.net//5473,www.henrys.com//148,0.0,0.0,0.037037037037037035,92,0.0718,False
buy.net//5473,www.henrys.com//176,0.0,0.0,0.034482758620689655,92,0.0711,False
buy.net//5473,www.pcconnection.com//12382,0.0,0.0,0.16666666666666666,82,0.1726,False
buy.net//5473,www.pcconnection.com//12398,0.0,0.0,0.2,79,0.1857,False
buy.net//6036,www.alibaba.com//22833,0.0,0.0,0.1590909090909091,165,0.1135,False
buy.net//6036,www.alibaba.com//23028,0.0,0.0,0.13636363636363635,149,0.1167,False
buy.net//6036,www.alibaba.com//24062,0.0,0.0,0.11363636363636363,146,0.1164,False
buy.net//6036,www.alibaba.com//26153,0.0,0.0,0.13953488372093023,143,0.1282,False
buy.net//6036,www.alibaba.com//27065,0.0,0.0,0.11627906976744186,146,0.117,False
buy.net//6036,www.alibaba.com//27387,0.0,0.0,0.11363636363636363,144,0.1199,False
buy.net//6036,www.alibaba.com//29808,0.0,0.0,0.1111111111111111,148,0.1121,False
buy.net//6036,www.alibaba.com//34598,0.0,0.0,0.11627906976744186,144,0.1206,False
buy.net//6036,www.alibaba.com//35239,0.0,0.0,0.1590909090909091,147,0.1259,False
buy.net//6036,www.buzzillions.com//2456,0.0,0.0,0.13636363636363635,151,0.1131,False
buy.net//6036,www.ebay.com//41982,0.0,0.0,0.1891891891891892,152,0.1245,False
buy.net//6036,www.ebay.com//42944,0.0,0.0,0.10810810810810811,155,0.0988,False
buy.net//6036,www.ebay.com//43393,0.0,0.0,0.15,145,0.1272,False
buy.net//6036,www.ebay.com//44876,0.0,0.0,0.12195121951219512,138,0.1328,False
buy.net//6036,www.ebay.com//46478,0.0,0.0,0.15,149,0.1201,False
buy.net//6036,www.ebay.com//46860,0.0,0.0,0.18421052631578946,155,0.1178,False
buy.net//6036,www.ebay.com//52793,0.0,0.0,0.14634146341463414,140,0.1353,False
buy.net//6036,www.ebay.com//53085,1.0,0.0,0.2571428571428571,135,0.372,False
buy.net//6036,www.ebay.com//54744,0.0,0.0,0.125,142,0.1264,False
buy.net//6036,www.ebay.com//54963,0.0,0.0,0.16216216216216217,150,0.1213,False
buy.net//6036,www.ebay.com//56771,0.0,0.0,0.18421052631578946,155,0.1178,False
buy.net//6036,www.ebay.com//58585,0.0,0.0,0.09302325581395349,149,0.1058,False
buy.net//6036,www.ebay.com//58915,0.0,0.0,0.225,142,0.1514,False
buy.net//6036,www.ebay.com//59092,1.0,0.0,0.23684210526315788,151,0.3382,False
buy.net//6036,www.ebay.com//60336,0.0,0.0,0.14634146341463414,148,0.1209,False
buy.net//6036,www.henrys.com//148,0.0,0.0,0.05714285714285714,170,0.0592,False
buy.net//6036,www.henrys.com//176,0.0,0.0,0.05405405405405406,170,0.0584,False
buy.net//6036,www.pcconnection.com//12382,0.0,0.0,0.1590909090909091,133,0.1511,False
buy.net//6036,www.pcconnection.com//12398,0.0,0.0,0.18604651162790697,132,0.1596,False
buy.net//6287,www.alibaba.com//22833,0.0,0.0,0.10526315789473684,158,0.1117,False
buy.net//6287,www.alibaba.com//23028,0.0,0.0,0.10810810810810811,130,0.117,False
buy.net//6287,www.alibaba.com//24062,0.0,0.0,0.1111111111111111,126,0.1137,False
buy.net//6287,www.alibaba.com//26153,0.0,0.0,0.1111111111111111,116,0.1141,False
buy.net//6287,www.alibaba.com//27065,0.0,0.0,0.11428571428571428,126,0.1161,False
buy.net//6287,www.alibaba.com//27387,0.0,0.0,0.1111111111111111,118,0.118,False
buy.net//6287,www.alibaba.com//29808,0.0,0.0,0.10810810810810811,140,0.1136,False
buy.net//6287,www.alibaba.com//34598,0.0,0.0,0.11428571428571428,120,0.124,False
buy.net//6287,www.alibaba.com//35239,0.0,0.0,0.10526315789473684,137,0.1143,False
buy.net//6287,www.buzzillions.com//2456,0.0,0.0,0.10810810810810811,103,0.11,False
buy.net//6287,www.ebay.com//41982,0.0,0.0,0.16666666666666666,86,0.1276,False
buy.net//6287,www.ebay.com//42944,0.0,0.0,0.06666666666666667,86,0.1026,False
buy.net//6287,www.ebay.com//43393,0.0,0.0,0.12121212121212122,79,0.1378,False
buy.net//6287,www.ebay.com//44876,0.0,0.0,0.15625,71,0.1711,False
buy.net//6287,www.ebay.com//46478,0.0,0.0,0.15625,87,0.122,False
buy.net//6287,www.ebay.com//46860,0.0,0.0,0.09090909090909091,87,0.1056,False
buy.net//6287,www.ebay.com//52793,0.0,0.0,0.1875,72,0.1758,False
buy.net//6287,www.ebay.com//53085,1.0,1.0,0.34615384615384615,57,0.6615,True
buy.net//6287,www.ebay.com//54744,0.0,0.0,0.09090909090909091,78,0.1333,False
buy.net//6287,www.ebay.com//54963,0.0,0.0,0.0967741935483871,83,0.1194,False
buy.net//6287,www.ebay.com//56771,0.0,0.0,0.09090909090909091,87,0.1056,False
buy.net//6287,www.ebay.com//58585,0.0,0.0,0.08571428571428572,82,0.1197,False
buy.net//6287,www.ebay.com//58915,0.0,0.0,0.1111111111111111,87,0.1107,False
buy.net//6287,www.ebay.com//59092,1.0,1.0,0.35714285714285715,79,0.5967,True
buy.net//6287,www.ebay.com//60336,0.0,0.0,0.15151515151515152,73,0.1638,False
buy.net//6287,www.henrys.com//148,0.0,0.0,0.07692307692307693,91,0.0898,False
buy.net//6287,www.henrys.com//176,0.0,0.0,0.07142857142857142,91,0.0885,False
buy.net//6287,www.pcconnection.com//12382,0.0,0.0,0.16666666666666666,84,0.1672,False
buy.net//6287,www.pcconnection.com//12398,0.0,0.0,0.16666666666666666,81,0.1719,False
www.alibaba.com//22833,www.buzzillions.com//2456,0.0,0.0,0.17142857142857143,151,0.14,False
www.alibaba.com//22833,www.ebay.com//41982,0.0,0.0,0.12903225806451613,157,0.1193,False
www.alibaba.com//22833,www.ebay.com//42944,0.0,0.0,0.18518518518518517,164,0.1217,False
www.alibaba.com//22833,www.ebay.com//43393,0.0,0.0,0.15625,156,0.1278,False
www.alibaba.com//22833,www.ebay.com//44876,0.0,0.0,0.12121212121212122,162,0.109,False
www.alibaba.com//22833,www.ebay.com//46478,0.0,0.0,0.15625,161,0.1194,False
www.alibaba.com//22833,www.ebay.com//46860,0.0,0.0,0.125,152,0.1267,False
www.alibaba.com//22833,www.ebay.com//52793,0.0,0.0,0.15151515151515152,163,0.1149,False
www.alibaba.com//22833,www.ebay.com//53085,0.0,0.0,0.12903225806451613,161,0.1126,False
www.alibaba.com//22833,www.ebay.com//54744,0.0,0.0,0.16129032258064516,159,0.1241,False
www.alibaba.com//22833,www.ebay.com//54963,0.0,0.0,0.13333333333333333,154,0.1254,False
www.alibaba.com//22833,www.ebay.com//56771,0.0,0.0,0.125,152,0.1267,False
www.alibaba.com//22833,www.ebay.com//58585,0.0,0.0,0.08571428571428572,163,0.0985,False
www.alibaba.com//22833,www.ebay.com//58915,0.0,0.0,0.1111111111111111,163,0.1048,False
www.alibaba.com//22833,www.ebay.com//59092,0.0,0.0,0.11764705882352941,167,0.0997,False
www.alibaba.com//22833,www.ebay.com//60336,0.0,0.0,0.11764705882352941,159,0.1131,False
www.alibaba.com//22833,www.henrys.com//148,0.0,0.0,0.07692307692307693,185,0.0594,False
www.alibaba.com//22833,www.henrys.com//176,0.0,0.0,0.07142857142857142,184,0.0597,False
www.alibaba.com//22833,www.pcconnection.com//12382,0.0,0.0,0.13513513513513514,160,0.1158,False
www.alibaba.com//22833,www.pcconnection.com//12398,0.0,0.0,0.13513513513513514,160,0.1158,False
www.alibaba.com//23028,www.buzzillions.com//2456,0.0,0.0,0.17647058823529413,124,0.1461,False
www.alibaba.com//23028,www.ebay.com//41982,0.0,0.0,0.21428571428571427,120,0.1636,False
www.alibaba.com//23028,www.ebay.com//42944,0.0,0.0,0.10714285714285714,138,0.1008,False
www.alibaba.com//23028,www.ebay.com//43393,0.0,0.0,0.125,129,0.1233,False
www.alibaba.com//23028,www.ebay.com//44876,0.0,0.0,0.125,135,0.1112,False
www.alibaba.com//23028,www.ebay.com//46478,0.0,0.0,0.16129032258064516,131,0.1283,False
www.alibaba.com//23028,www.ebay.com//46860,0.0,0.0,0.16666666666666666,121,0.1497,False
www.alibaba.com//23028,www.ebay.com//52793,0.0,0.0,0.12121212121212122,131,0.1183,False
www.alibaba.com//23028,www.ebay.com//53085,0.0,0.0,0.13333333333333333,130,0.1233,False
www.alibaba.com//23028,www.ebay.com//54744,0.0,0.0,0.16666666666666666,132,0.1277,False
www.alibaba.com//23028,www.ebay.com//54963,0.0,0.0,0.13793103448275862,119,0.1465,False
www.alibaba.com//23028,www.ebay.com//56771,0.0,0.0,0.16666666666666666,121,0.1497,False
www.alibaba.com//23028,www.ebay.com//58585,0.0,0.0,0.12121212121212122,136,0.1083,False
www.alibaba.com//23028,www.ebay.com//58915,0.0,0.0,0.11428571428571428,131,0.1166,False
www.alibaba.com//23028,www.ebay.com//59092,0.0,0.0,0.08823529411764706,139,0.0941,False
www.alibaba.com//23028,www.ebay.com//60336,0.0,0.0,0.12121212121212122,130,0.1203,False
www.alibaba.com//23028,www.henrys.com//148,0.0,0.0,0.038461538461538464,154,0.0516,False
www.alibaba.com//23028,www.henrys.com//176,0.0,0.0,0.03571428571428571,153,0.0529,False
www.alibaba.com//23028,www.pcconnection.com//12382,0.0,0.0,0.17142857142857143,132,0.1289,False
www.alibaba.com//23028,www.pcconnection.com//12398,0.0,0.0,0.17142857142857143,132,0.1289,False
www.alibaba.com//24062,www.buzzillions.com//2456,0.0,0.0,0.18181818181818182,121,0.1419,False
www.alibaba.com//24062,www.ebay.com//41982,0.0,0.0,0.13793103448275862,125,0.1225,False
www.alibaba.com//24062,www.ebay.com//42944,0.0,0.0,0.1111111111111111,130,0.1053,False
www.alibaba.com//24062,www.ebay.com//43393,0.0,0.0,0.12903225806451613,128,0.114,False
www.alibaba.com//24062,www.ebay.com//44876,0.0,0.0,0.12903225806451613,127,0.1161,False
www.alibaba.com//24062,www.ebay.com//46478,0.0,0.0,0.12903225806451613,123,0.1245,False
www.alibaba.com//24062,www.ebay.com//46860,0.0,0.0,0.13333333333333333,114,0.1444,False
www.alibaba.com//24062,www.ebay.com//52793,0.0,0.0,0.125,130,0.1088,False
www.alibaba.com//24062,www.ebay.com//53085,0.0,0.0,0.13793103448275862,123,0.1267,False
www.alibaba.com//24062,www.ebay.com//54744,0.0,0.0,0.1724137931034483,123,0.1353,False
www.alibaba.com//24062,www.ebay.com//54963,0.0,0.0,0.14285714285714285,123,0.1279,False
www.alibaba.com//24062,www.ebay.com//56771,0.0,0.0,0.13333333333333333,114,0.1444,False
www.alibaba.com//24062,www.ebay.com//58585,0.0,0.0,0.09090909090909091,126,0.1087,False
www.alibaba.com//24062,www.ebay.com//58915,0.0,0.0,0.08571428571428572,124,0.1115,False
www.alibaba.com//24062,www.ebay.com//59092,0.0,0.0,0.09090909090909091,131,0.0982,False
www.alibaba.com//24062,www.ebay.com//60336,0.0,0.0,0.125,124,0.1214,False
www.alibaba.com//24062,www.henrys.com//148,0.0,0.0,0.04,143,0.0603,False
www.alibaba.com//24062,www.henrys.com//176,0.0,0.0,0.037037037037037035,142,0.0617,False
www.alibaba.com//24062,www.pcconnection.com//12382,0.0,0.0,0.17647058823529413,126,0.13,False
www.alibaba.com//24062,www.pcconnection.com//12398,0.0,0.0,0.17647058823529413,128,0.1259,False
www.alibaba.com//26153,www.buzzillions.com//2456,0.0,0.0,0.18181818181818182,116,0.1318,False
www.alibaba.com//26153,www.ebay.com//41982,0.0,0.0,0.17857142857142858,114,0.1356,False
www.alibaba.com//26153,www.ebay.com//42944,0.0,0.0,0.1111111111111111,120,0.1051,False
www.alibaba.com//26153,www.ebay.com//43393,0.0,0.0,0.12903225806451613,115,0.1209,False
www.alibaba.com//26153,www.ebay.com//44876,0.0,0.0,0.12903225806451613,117,0.1163,False
www.alibaba.com//26153,www.ebay.com//46478,0.0,0.0,0.16666666666666666,114,0.1326,False
www.alibaba.com//26153,www.ebay.com//46860,0.0,0.0,0.1724137931034483,104,0.1567,False
www.alibaba.com//26153,www.ebay.com//52793,0.0,0.0,0.125,118,0.1131,False
www.alibaba.com//26153,www.ebay.com//53085,0.0,0.0,0.13793103448275862,111,0.1322,False
www.alibaba.com//26153,www.ebay.com//54744,0.0,0.0,0.1724137931034483,114,0.134,False
www.alibaba.com//26153,www.ebay.com//54963,0.0,0.0,0.14285714285714285,111,0.1334,False
www.alibaba.com//26153,www.ebay.com//56771,0.0,0.0,0.1724137931034483,104,0.1567,False
www.alibaba.com//26153,www.ebay.com//58585,0.0,0.0,0.125,119,0.1108,False
www.alibaba.com//26153,www.ebay.com//58915,0.0,0.0,0.11764705882352941,111,0.1271,False
www.alibaba.com//26153,www.ebay.com//59092,0.0,0.0,0.09090909090909091,120,0.1,False
www.alibaba.com//26153,www.ebay.com//60336,0.0,0.0,0.125,112,0.1267,False
www.alibaba.com//26153,www.henrys.com//148,0.0,0.0,0.04,132,0.06,False
www.alibaba.com//26153,www.henrys.com//176,0.0,0.0,0.037037037037037035,131,0.0615,False
www.alibaba.com//26153,www.pcconnection.com//12382,0.0,0.0,0.17647058823529413,118,0.1259,False
www.alibaba.com//26153,www.pcconnection.com//12398,0.0,0.0,0.17647058823529413,118,0.1259,False
www.alibaba.com//27065,www.buzzillions.com//2456,0.0,0.0,0.1875,123,0.1406,False
www.alibaba.com//27065,www.ebay.com//41982,0.0,0.0,0.14285714285714285,127,0.1211,False
www.alibaba.com//27065,www.ebay.com//42944,0.0,0.0,0.11538461538461539,132,0.1038,False
www.alibaba.com//27065,www.ebay.com//43393,0.0,0.0,0.13333333333333333,129,0.1146,False
www.alibaba.com//27065,www.ebay.com//44876,0.0,0.0,0.13333333333333333,128,0.1167,False
www.alibaba.com//27065,www.ebay.com//46478,0.0,0.0,0.13333333333333333,127,0.1188,False
www.alibaba.com//27065,www.ebay.com//46860,0.0,0.0,0.13793103448275862,115,0.1449,False
www.alibaba.com//27065,www.ebay.com//52793,0.0,0.0,0.12903225806451613,131,0.1093,False
www.alibaba.com//27065,www.ebay.com//53085,0.0,0.0,0.14285714285714285,122,0.1315,False
www.alibaba.com//27065,www.ebay.com//54744,0.0,0.0,0.17857142857142858,125,0.1342,False
www.alibaba.com//27065,www.ebay.com//54963,0.0,0.0,0.14814814814814814,123,0.1308,False
www.alibaba.com//27065,www.ebay.com//56771,0.0,0.0,0.13793103448275862,115,0.1449,False
www.alibaba.com//27065,www.ebay.com//58585,0.0,0.0,0.09375,131,0.1005,False
www.alibaba.com//27065,www.ebay.com//58915,0.0,0.0,0.08823529411764706,125,0.1116,False
www.alibaba.com//27065,www.ebay.com//59092,0.0,0.0,0.09375,132,0.0984,False
www.alibaba.com//27065,www.ebay.com//60336,0.0,0.0,0.12903225806451613,125,0.1218,False
www.alibaba.com//27065,www.henrys.com//148,0.0,0.0,0.041666666666666664,144,0.0604,False
www.alibaba.com//27065,www.henrys.com//176,0.0,0.0,0.038461538461538464,143,0.0617,False
www.alibaba.com//27065,www.pcconnection.com//12382,0.0,0.0,0.18181818181818182,128,0.1288,False
www.alibaba.com//27065,www.pcconnection.com//12398,0.0,0.0,0.18181818181818182,129,0.1267,False
www.alibaba.com//27387,www.buzzillions.com//2456,0.0,0.0,0.18181818181818182,117,0.1379,False
www.alibaba.com//27387,www.ebay.com//41982,0.0,0.0,0.13793103448275862,119,0.1225,False
www.alibaba.com//27387,www.ebay.com//42944,0.0,0.0,0.1111111111111111,123,0.107,False
www.alibaba.com//27387,www.ebay.com//43393,0.0,0.0,0.12903225806451613,118,0.1225,False
www.alibaba.com//27387,www.ebay.com//44876,0.0,0.0,0.12903225806451613,122,0.1137,False
www.alibaba.com//27387,www.ebay.com//46478,0.0,0.0,0.12903225806451613,115,0.1291,False
www.alibaba.com//27387,www.ebay.com//46860,0.0,0.0,0.13333333333333333,107,0.1478,False
www.alibaba.com//27387,www.ebay.com//52793,0.0,0.0,0.125,121,0.1149,False
www.alibaba.com//27387,www.ebay.com//53085,0.0,0.0,0.13793103448275862,116,0.1291,False
www.alibaba.com//27387,www.ebay.com//54744,0.0,0.0,0.1724137931034483,118,0.1334,False
www.alibaba.com//27387,www.ebay.com//54963,0.0,0.0,0.14285714285714285,116,0.1304,False
www.alibaba.com//27387,www.ebay.com//56771,0.0,0.0,0.13333333333333333,107,0.1478,False
www.alibaba.com//27387,www.ebay.com//58585,0.0,0.0,0.09090909090909091,121,0.1064,False
www.alibaba.com//27387,www.ebay.com//58915,0.0,0.0,0.08571428571428572,118,0.1117,False
www.alibaba.com//27387,www.ebay.com//59092,0.0,0.0,0.09090909090909091,124,0.0998,False
www.alibaba.com//27387,www.ebay.com//60336,0.0,0.0,0.125,115,0.1281,False
www.alibaba.com//27387,www.henrys.com//148,0.0,0.0,0.04,138,0.0562,False
www.alibaba.com//27387,www.henrys.com//176,0.0,0.0,0.037037037037037035,137,0.0577,False
www.alibaba.com//27387,www.pcconnection.com//12382,0.0,0.0,0.17647058823529413,120,0.13,False
www.alibaba.com//27387,www.pcconnection.com//12398,0.0,0.0,0.17647058823529413,119,0.1322,False
www.alibaba.com//29808,www.buzzillions.com//2456,0.0,0.0,0.17647058823529413,138,0.1344,False
www.alibaba.com//29808,www.ebay.com//41982,0.0,0.0,0.13333333333333333,143,0.1142,False
www.alibaba.com//29808,www.ebay.com//42944,0.0,0.0,0.10714285714285714,146,0.1021,False
www.alibaba.com//29808,www.ebay.com//43393,0.0,0.0,0.125,144,0.1103,False
www.alibaba.com//29808,www.ebay.com//44876,0.0,0.0,0.125,142,0.114,False
www.alibaba.com//29808,www.ebay.com//46478,0.0,0.0,0.125,140,0.1178,False
www.alibaba.com//29808,www.ebay.com//46860,0.0,0.0,0.12903225806451613,130,0.1376,False
www.alibaba.com//29808,www.ebay.com//52793,0.0,0.0,0.12121212121212122,145,0.1075,False
www.alibaba.com//29808,www.ebay.com//53085,0.0,0.0,0.13333333333333333,138,0.1237,False
www.alibaba.com//29808,www.ebay.com//54744,0.0,0.0,0.16666666666666666,138,0.132,False
www.alibaba.com//29808,www.ebay.com//54963,0.0,0.0,0.13793103448275862,136,0.1286,False
www.alibaba.com//29808,www.ebay.com//56771,0.0,0.0,0.12903225806451613,130,0.1376,False
www.alibaba.com//29808,www.ebay.com//58585,0.0,0.0,0.08823529411764706,143,0.103,False
www.alibaba.com//29808,www.ebay.com//58915,0.0,0.0,0.08333333333333333,141,0.1055,False
www.alibaba.com//29808,www.ebay.com//59092,0.0,0.0,0.08823529411764706,145,0.0992,False
www.alibaba.com//29808,www.ebay.com//60336,0.0,0.0,0.12121212121212122,140,0.1169,False
www.alibaba.com//29808,www.henrys.com//148,0.0,0.0,0.038461538461538464,160,0.0585,False
www.alibaba.com//29808,www.henrys.com//176,0.0,0.0,0.03571428571428571,159,0.0597,False
www.alibaba.com//29808,www.pcconnection.com//12382,0.0,0.0,0.17142857142857143,140,0.1294,False
www.alibaba.com//29808,www.pcconnection.com//12398,0.0,0.0,0.17142857142857143,140,0.1294,False
www.alibaba.com//34598,www.buzzillions.com//2456,0.0,0.0,0.1875,119,0.1445,False
www.alibaba.com//34598,www.ebay.com//41982,0.0,0.0,0.14285714285714285,124,0.1227,False
www.alibaba.com//34598,www.ebay.com//42944,0.0,0.0,0.11538461538461539,129,0.1052,False
www.alibaba.com//34598,www.ebay.com//43393,0.0,0.0,0.13333333333333333,125,0.1182,False
www.alibaba.com//34598,www.ebay.com//44876,0.0,0.0,0.13333333333333333,126,0.1161,False
www.alibaba.com//34598,www.ebay.com//46478,0.0,0.0,0.13333333333333333,126,0.1161,False
www.alibaba.com//34598,www.ebay.com//46860,0.0,0.0,0.13793103448275862,112,0.1469,False
www.alibaba.com//34598,www.ebay.com//52793,0.0,0.0,0.12903225806451613,127,0.1129,False
www.alibaba.com//34598,www.ebay.com//53085,0.0,0.0,0.14285714285714285,118,0.1354,False
www.alibaba.com//34598,www.ebay.com//54744,0.0,0.0,0.17857142857142858,122,0.1359,False
www.alibaba.com//34598,www.ebay.com//54963,0.0,0.0,0.14814814814814814,120,0.1325,False
www.alibaba.com//34598,www.ebay.com//56771,0.0,0.0,0.13793103448275862,112,0.1469,False
www.alibaba.com//34598,www.ebay.com//58585,0.0,0.0,0.09375,128,0.1019,False
www.alibaba.com//34598,www.ebay.com//58915,0.0,0.0,0.08823529411764706,123,0.1111,False
www.alibaba.com//34598,www.ebay.com//59092,0.0,0.0,0.09375,128,0.1019,False
www.alibaba.com//34598,www.ebay.com//60336,0.0,0.0,0.12903225806451613,122,0.1235,False
www.alibaba.com//34598,www.henrys.com//148,0.0,0.0,0.041666666666666664,143,0.0571,False
www.alibaba.com//34598,www.henrys.com//176,0.0,0.0,0.038461538461538464,142,0.0584,False
www.alibaba.com//34598,www.pcconnection.com//12382,0.0,0.0,0.18181818181818182,126,0.1282,False
www.alibaba.com//34598,www.pcconnection.com//12398,0.0,0.0,0.18181818181818182,126,0.1282,False
www.alibaba.com//35239,www.buzzillions.com//2456,0.0,0.0,0.17142857142857143,134,0.1366,False
www.alibaba.com//35239,www.ebay.com//41982,0.0,0.0,0.16666666666666666,139,0.1258,False
www.alibaba.com//35239,www.ebay.com//42944,0.0,0.0,0.10344827586206896,141,0.1062,False
www.alibaba.com//35239,www.ebay.com//43393,0.0,0.0,0.12121212121212122,136,0.1202,False
www.alibaba.com//35239,www.ebay.com//44876,0.0,0.0,0.15625,140,0.1213,False
www.alibaba.com//35239,www.ebay.com//46478,0.0,0.0,0.15625,136,0.129,False
www.alibaba.com//35239,www.ebay.com//46860,0.0,0.0,0.2,130,0.1514,False
www.alibaba.com//35239,www.ebay.com//52793,0.0,0.0,0.11764705882352941,145,0.1021,False
www.alibaba.com//35239,www.ebay.com//53085,0.0,0.0,0.12903225806451613,138,0.1183,False
www.alibaba.com//35239,www.ebay.com//54744,0.0,0.0,0.16129032258064516,136,0.1302,False
www.alibaba.com//35239,www.ebay.com//54963,0.0,0.0,0.13333333333333333,138,0.1194,False
www.alibaba.com//35239,www.ebay.com//56771,0.0,0.0,0.2,130,0.1514,False
www.alibaba.com//35239,www.ebay.com//58585,0.0,0.0,0.11764705882352941,140,0.1117,False
www.alibaba.com//35239,www.ebay.com//58915,0.0,0.0,0.1111111111111111,138,0.1138,False
www.alibaba.com//35239,www.ebay.com//59092,0.0,0.0,0.08571428571428572,145,0.0941,False
www.alibaba.com//35239,www.ebay.com//60336,0.0,0.0,0.11764705882352941,138,0.1155,False
www.alibaba.com//35239,www.henrys.com//148,0.0,0.0,0.037037037037037035,160,0.0532,False
www.alibaba.com//35239,www.henrys.com//176,0.0,0.0,0.034482758620689655,159,0.0545,False
www.alibaba.com//35239,www.pcconnection.com//12382,0.0,0.0,0.13513513513513514,139,0.1179,False
www.alibaba.com//35239,www.pcconnection.com//12398,0.0,0.0,0.13513513513513514,138,0.1198,False
www.buzzillions.com//2456,www.ebay.com//41982,0.0,0.0,0.13333333333333333,103,0.1163,False
www.buzzillions.com//2456,www.ebay.com//42944,1.0,0.0,0.14814814814814814,103,0.32,False
www.buzzillions.com//2456,www.ebay.com//43393,1.0,0.0,0.2413793103448276,86,0.3874,False
www.buzzillions.com//2456,www.ebay.com//44876,1.0,0.0,0.2,90,0.3667,False
www.buzzillions.com//2456,www.ebay.com//46478,0.0,0.0,0.16129032258064516,97,0.1388,False
www.buzzillions.com//2456,www.ebay.com//46860,0.0,0.0,0.12903225806451613,96,0.1334,False
www.buzzillions.com//2456,www.ebay.com//52793,1.0,0.0,0.23333333333333334,80,0.4009,False
www.buzzillions.com//2456,www.ebay.com//53085,0.0,0.0,0.21428571428571427,82,0.191,False
www.buzzillions.com//2456,www.ebay.com//54744,0.0,0.0,0.20689655172413793,89,0.171,False
www.buzzillions.com//2456,www.ebay.com//54963,0.0,0.0,0.13793103448275862,100,0.1252,False
www.buzzillions.com//2456,www.ebay.com//56771,0.0,0.0,0.12903225806451613,96,0.1334,False
www.buzzillions.com//2456,www.ebay.com//58585,0.0,0.0,0.08823529411764706,98,0.118,False
www.buzzillions.com//2456,www.ebay.com//58915,1.0,0.0,0.18181818181818182,104,0.3258,False
www.buzzillions.com//2456,www.ebay.com//59092,0.0,0.0,0.12121212121212122,94,0.1366,False
www.buzzillions.com//2456,www.ebay.com//60336,1.0,0.0,0.23333333333333334,84,0.3906,False
www.buzzillions.com//2456,www.henrys.com//148,0.0,0.0,0.038461538461538464,110,0.0744,False
www.buzzillions.com//2456,www.henrys.com//176,0.0,0.0,0.03571428571428571,111,0.0712,False
www.buzzillions.com//2456,www.pcconnection.com//12382,1.0,0.0,0.1388888888888889,107,0.3073,False
www.buzzillions.com//2456,www.pcconnection.com//12398,1.0,0.0,0.1388888888888889,109,0.3021,False
www.ebay.com//41982,www.henrys.com//148,0.0,0.0,0.05,61,0.0989,False
www.ebay.com//41982,www.henrys.com//176,0.0,0.0,0.045454545454545456,62,0.0935,False
www.ebay.com//41982,www.pcconnection.com//12382,0.0,0.0,0.16666666666666666,96,0.1352,False
www.ebay.com//41982,www.pcconnection.com//12398,0.0,0.0,0.16666666666666666,93,0.1393,False
www.ebay.com//42944,www.henrys.com//148,0.0,0.0,0.125,48,0.1058,False
www.ebay.com//42944,www.henrys.com//176,0.0,0.0,0.1111111111111111,51,0.0852,False
www.ebay.com//42944,www.pcconnection.com//12382,1.0,0.0,0.14285714285714285,99,0.3212,False
www.ebay.com//42944,www.pcconnection.com//12398,1.0,0.0,0.14285714285714285,97,0.3225,False
www.ebay.com//43393,www.henrys.com//148,0.0,0.0,0.045454545454545456,79,0.0703,False
www.ebay.com//43393,www.henrys.com//176,0.0,0.0,0.041666666666666664,78,0.073,False
www.ebay.com//43393,www.pcconnection.com//12382,1.0,0.0,0.27586206896551724,88,0.3839,False
www.ebay.com//43393,www.pcconnection.com//12398,1.0,0.0,0.27586206896551724,87,0.3829,False
www.ebay.com//44876,www.henrys.com//148,0.0,0.0,0.045454545454545456,73,0.0677,False
www.ebay.com//44876,www.henrys.com//176,0.0,0.0,0.041666666666666664,72,0.0708,False
www.ebay.com//44876,www.pcconnection.com//12382,1.0,0.0,0.1935483870967742,81,0.382,False
www.ebay.com//44876,www.pcconnection.com//12398,1.0,0.0,0.1935483870967742,79,0.384,False
